<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2000.01.21	06:00:00	1.44560	1.44730	1.44490	1.44630	158	0	50
2000.01.21	09:00:00	1.44650	1.44750	1.44560	1.44700	380	0	50
2000.01.21	12:00:00	1.44720	1.44930	1.44600	1.44640	777	0	50
2000.01.21	15:00:00	1.44660	1.44730	1.44130	1.44200	924	0	50
2000.01.21	18:00:00	1.44110	1.44170	1.43750	1.43850	553	0	50
2000.01.21	21:00:00	1.43830	1.44210	1.43830	1.44110	199	0	50
2000.01.24	00:00:00	1.44030	1.44370	1.43980	1.44280	101	0	50
2000.01.24	03:00:00	1.44290	1.44330	1.44140	1.44310	105	0	50
2000.01.24	06:00:00	1.44330	1.44350	1.44030	1.44050	187	0	50
2000.01.24	09:00:00	1.44060	1.44180	1.43760	1.44040	696	0	50
2000.01.24	12:00:00	1.44080	1.44330	1.44020	1.44210	854	0	50
2000.01.24	15:00:00	1.44150	1.44300	1.44000	1.44010	540	0	50
2000.01.24	18:00:00	1.43990	1.44290	1.43940	1.44260	493	0	50
2000.01.24	21:00:00	1.44240	1.44390	1.44190	1.44350	226	0	50
2000.01.25	00:00:00	1.44370	1.44380	1.44250	1.44290	91	0	50
2000.01.25	03:00:00	1.44280	1.44370	1.44260	1.44360	66	0	50
2000.01.25	06:00:00	1.44330	1.44380	1.44270	1.44350	199	0	50
2000.01.25	09:00:00	1.44340	1.44420	1.44170	1.44310	777	0	50
2000.01.25	12:00:00	1.44280	1.44430	1.44190	1.44320	878	0	50
2000.01.25	15:00:00	1.44290	1.44380	1.43770	1.43910	771	0	50
2000.01.25	18:00:00	1.43900	1.43950	1.43640	1.43670	466	0	50
2000.01.25	21:00:00	1.43690	1.43770	1.43610	1.43660	182	0	50
2000.01.26	00:00:00	1.43660	1.43770	1.43630	1.43740	125	0	50
2000.01.26	03:00:00	1.43750	1.43760	1.43670	1.43740	55	0	50
2000.01.26	06:00:00	1.43730	1.43850	1.43680	1.43780	248	0	50
2000.01.26	09:00:00	1.43800	1.43850	1.43620	1.43660	430	0	50
2000.01.26	12:00:00	1.43690	1.44050	1.43640	1.43970	825	0	50
2000.01.26	15:00:00	1.43970	1.44210	1.43600	1.43750	936	0	50
2000.01.26	18:00:00	1.43750	1.44020	1.43620	1.43790	700	0	50
2000.01.26	21:00:00	1.43680	1.44010	1.43680	1.43850	331	0	50
2000.01.27	00:00:00	1.43840	1.43900	1.43820	1.43830	96	0	50
2000.01.27	03:00:00	1.43850	1.43880	1.43820	1.43870	47	0	50
2000.01.27	06:00:00	1.43860	1.44020	1.43800	1.43950	263	0	50
2000.01.27	09:00:00	1.43950	1.43990	1.43770	1.43900	438	0	50
2000.01.27	12:00:00	1.43830	1.43930	1.43370	1.43500	749	0	50
2000.01.27	15:00:00	1.43510	1.43640	1.43200	1.43430	781	0	50
2000.01.27	18:00:00	1.43450	1.43690	1.43200	1.43220	564	0	50
2000.01.27	21:00:00	1.43230	1.43550	1.43220	1.43480	225	0	50
2000.01.28	00:00:00	1.43450	1.43450	1.43310	1.43350	142	0	50
2000.01.28	03:00:00	1.43360	1.43450	1.43260	1.43350	79	0	50
2000.01.28	06:00:00	1.43360	1.43400	1.43220	1.43380	275	0	50
2000.01.28	09:00:00	1.43370	1.43770	1.43240	1.43770	905	0	50
2000.01.28	12:00:00	1.43750	1.44430	1.43690	1.44170	1315	0	50
2000.01.28	15:00:00	1.44140	1.45090	1.43970	1.44900	853	0	50
2000.01.28	18:00:00	1.44890	1.44960	1.44230	1.44430	533	0	50
2000.01.28	21:00:00	1.44420	1.44710	1.44350	1.44510	219	0	50
2000.01.31	00:00:00	1.44540	1.44560	1.44400	1.44470	43	0	50
2000.01.31	03:00:00	1.44530	1.44550	1.44450	1.44500	65	0	50
2000.01.31	06:00:00	1.44520	1.44710	1.44440	1.44660	282	0	50
2000.01.31	09:00:00	1.44600	1.44730	1.44400	1.44550	586	0	50
2000.01.31	12:00:00	1.44560	1.44910	1.44500	1.44830	983	0	50
2000.01.31	15:00:00	1.44830	1.45180	1.44770	1.45100	865	0	50
2000.01.31	18:00:00	1.45130	1.45190	1.44750	1.44800	403	0	50
2000.01.31	21:00:00	1.44780	1.44910	1.44440	1.44680	231	0	50
2000.02.01	00:00:00	1.44780	1.44810	1.44570	1.44650	132	0	50
2000.02.01	03:00:00	1.44650	1.44690	1.44570	1.44690	35	0	50
2000.02.01	06:00:00	1.44700	1.44860	1.44700	1.44810	223	0	50
2000.02.01	09:00:00	1.44830	1.45070	1.44700	1.44960	625	0	50
2000.02.01	12:00:00	1.44990	1.45450	1.44940	1.45120	963	0	50
2000.02.01	15:00:00	1.45130	1.45160	1.44520	1.44670	740	0	50
2000.02.01	18:00:00	1.44700	1.44950	1.44570	1.44700	391	0	50
2000.02.01	21:00:00	1.44680	1.44980	1.44440	1.44850	276	0	50
2000.02.02	00:00:00	1.44830	1.45100	1.44730	1.45070	153	0	50
2000.02.02	03:00:00	1.45050	1.45050	1.44900	1.45040	135	0	50
2000.02.02	06:00:00	1.45000	1.45130	1.44880	1.45060	386	0	50
2000.02.02	09:00:00	1.45050	1.45370	1.45020	1.45260	812	0	50
2000.02.02	12:00:00	1.45340	1.45480	1.44740	1.44790	1049	0	50
2000.02.02	15:00:00	1.44850	1.44940	1.44270	1.44270	896	0	50
2000.02.02	18:00:00	1.44270	1.44350	1.43850	1.43930	460	0	50
2000.02.02	21:00:00	1.43830	1.44080	1.43600	1.43830	255	0	50
2000.02.03	00:00:00	1.43780	1.43930	1.43700	1.43700	118	0	50
2000.02.03	03:00:00	1.43780	1.43830	1.43650	1.43800	172	0	50
2000.02.03	06:00:00	1.43750	1.44000	1.43700	1.43960	385	0	50
2000.02.03	09:00:00	1.43930	1.44380	1.43890	1.44220	926	0	50
2000.02.03	12:00:00	1.44210	1.44310	1.43960	1.44210	969	0	50
2000.02.03	15:00:00	1.44180	1.44300	1.43540	1.44110	1086	0	50
2000.02.03	18:00:00	1.44020	1.44180	1.43920	1.44080	448	0	50
2000.02.03	21:00:00	1.44080	1.44230	1.43890	1.44020	341	0	50
2000.02.04	00:00:00	1.44040	1.44280	1.44010	1.44210	161	0	50
2000.02.04	03:00:00	1.44190	1.44260	1.44140	1.44210	106	0	50
2000.02.04	06:00:00	1.44210	1.44300	1.44170	1.44190	222	0	50
2000.02.04	09:00:00	1.44220	1.44370	1.44070	1.44130	776	0	50
2000.02.04	12:00:00	1.44140	1.44480	1.43980	1.44140	1195	0	50
2000.02.04	15:00:00	1.44110	1.44680	1.43950	1.44630	724	0	50
2000.02.04	18:00:00	1.44650	1.44770	1.44020	1.44150	600	0	50
2000.02.04	21:00:00	1.44070	1.44170	1.43860	1.43950	152	0	50
2000.02.07	00:00:00	1.44050	1.44050	1.43900	1.43960	46	0	50
2000.02.07	03:00:00	1.43950	1.43990	1.43920	1.43940	47	0	50
2000.02.07	06:00:00	1.43950	1.43990	1.43860	1.43920	203	0	50
2000.02.07	09:00:00	1.43930	1.43980	1.43830	1.43910	491	0	50
2000.02.07	12:00:00	1.43940	1.44000	1.43700	1.43770	890	0	50
2000.02.07	15:00:00	1.43800	1.44690	1.43660	1.44520	795	0	50
2000.02.07	18:00:00	1.44530	1.44770	1.44430	1.44620	461	0	50
2000.02.07	21:00:00	1.44650	1.44930	1.44540	1.44860	272	0	50
2000.02.08	00:00:00	1.44900	1.44990	1.44750	1.44820	103	0	50
2000.02.08	03:00:00	1.44810	1.44840	1.44680	1.44770	173	0	50
2000.02.08	06:00:00	1.44770	1.44800	1.44580	1.44700	271	0	50
2000.02.08	09:00:00	1.44680	1.44990	1.44640	1.44810	656	0	50
2000.02.08	12:00:00	1.44780	1.45070	1.44630	1.44670	886	0	50
2000.02.08	15:00:00	1.44680	1.44840	1.44490	1.44810	675	0	50
2000.02.08	18:00:00	1.44770	1.44870	1.44590	1.44750	401	0	50
2000.02.08	21:00:00	1.44760	1.44760	1.44370	1.44420	265	0	50
2000.02.09	00:00:00	1.44420	1.44520	1.44390	1.44490	115	0	50
2000.02.09	03:00:00	1.44520	1.44630	1.44440	1.44550	139	0	50
2000.02.09	06:00:00	1.44570	1.44710	1.44490	1.44690	358	0	50
2000.02.09	09:00:00	1.44710	1.44780	1.44400	1.44490	775	0	50
2000.02.09	12:00:00	1.44480	1.44670	1.44170	1.44270	1191	0	50
2000.02.09	15:00:00	1.44270	1.44410	1.44100	1.44370	809	0	50
2000.02.09	18:00:00	1.44350	1.44510	1.44260	1.44400	631	0	50
2000.02.09	21:00:00	1.44420	1.44540	1.44310	1.44410	374	0	50
2000.02.10	00:00:00	1.44420	1.44580	1.44340	1.44510	214	0	50
2000.02.10	03:00:00	1.44560	1.44600	1.44440	1.44440	198	0	50
2000.02.10	06:00:00	1.44470	1.44650	1.44360	1.44590	253	0	50
2000.02.10	09:00:00	1.44600	1.45130	1.44460	1.44960	991	0	50
2000.02.10	12:00:00	1.44960	1.45370	1.44720	1.45040	1235	0	50
2000.02.10	15:00:00	1.44960	1.45130	1.44800	1.45020	934	0	50
2000.02.10	18:00:00	1.45010	1.45190	1.44680	1.44790	475	0	50
2000.02.10	21:00:00	1.44800	1.44930	1.44710	1.44850	262	0	50
2000.02.11	00:00:00	1.44870	1.44990	1.44780	1.44900	129	0	50
2000.02.11	03:00:00	1.44910	1.45010	1.44890	1.44940	167	0	50
2000.02.11	06:00:00	1.44930	1.44950	1.44760	1.44870	207	0	50
2000.02.11	09:00:00	1.44850	1.45030	1.44810	1.44850	396	0	50
2000.02.11	12:00:00	1.44890	1.44930	1.44470	1.44780	817	0	50
2000.02.11	15:00:00	1.44820	1.45300	1.44750	1.45170	621	0	50
2000.02.11	18:00:00	1.45180	1.45240	1.45000	1.45100	507	0	50
2000.02.11	21:00:00	1.45100	1.45120	1.44880	1.45030	124	0	50
2000.02.14	00:00:00	1.44930	1.45130	1.44890	1.45110	145	0	50
2000.02.14	03:00:00	1.45120	1.45130	1.44720	1.45000	167	0	50
2000.02.14	06:00:00	1.44990	1.45130	1.44920	1.45110	187	0	50
2000.02.14	09:00:00	1.45090	1.45240	1.45070	1.45190	348	0	50
2000.02.14	12:00:00	1.45200	1.45220	1.44940	1.45100	493	0	50
2000.02.14	15:00:00	1.45090	1.45630	1.44970	1.45450	566	0	50
2000.02.14	18:00:00	1.45460	1.45790	1.45360	1.45720	430	0	50
2000.02.14	21:00:00	1.45720	1.45790	1.45570	1.45660	274	0	50
2000.02.15	00:00:00	1.45650	1.45660	1.45550	1.45600	106	0	50
2000.02.15	03:00:00	1.45580	1.45650	1.45550	1.45600	104	0	50
2000.02.15	06:00:00	1.45610	1.45750	1.45530	1.45660	197	0	50
2000.02.15	09:00:00	1.45610	1.45750	1.45550	1.45710	513	0	50
2000.02.15	12:00:00	1.45680	1.45970	1.45620	1.45940	833	0	50
2000.02.15	15:00:00	1.45950	1.45960	1.45540	1.45840	818	0	50
2000.02.15	18:00:00	1.45900	1.45970	1.45650	1.45680	404	0	50
2000.02.15	21:00:00	1.45660	1.45710	1.45490	1.45590	211	0	50
2000.02.16	00:00:00	1.45580	1.45620	1.45520	1.45520	140	0	50
2000.02.16	03:00:00	1.45550	1.45570	1.45430	1.45450	127	0	50
2000.02.16	06:00:00	1.45460	1.45590	1.45420	1.45490	250	0	50
2000.02.16	09:00:00	1.45480	1.45650	1.45390	1.45620	576	0	50
2000.02.16	12:00:00	1.45630	1.45850	1.45520	1.45730	880	0	50
2000.02.16	15:00:00	1.45710	1.45710	1.44930	1.45210	1009	0	50
2000.02.16	18:00:00	1.45240	1.45710	1.45100	1.45420	553	0	50
2000.02.16	21:00:00	1.45430	1.45480	1.45260	1.45320	139	0	50
2000.02.17	00:00:00	1.45330	1.45430	1.45320	1.45360	143	0	50
2000.02.17	03:00:00	1.45400	1.45430	1.45350	1.45400	107	0	50
2000.02.17	06:00:00	1.45410	1.45440	1.45180	1.45230	174	0	50
2000.02.17	09:00:00	1.45250	1.45350	1.45110	1.45230	737	0	50
2000.02.17	12:00:00	1.45230	1.45440	1.45100	1.45310	851	0	50
2000.02.17	15:00:00	1.45340	1.45450	1.45090	1.45250	707	0	50
2000.02.17	18:00:00	1.45220	1.45270	1.45120	1.45140	332	0	50
2000.02.17	21:00:00	1.45170	1.45240	1.44960	1.45100	281	0	50
2000.02.18	00:00:00	1.45070	1.45170	1.45030	1.45030	166	0	50
2000.02.18	03:00:00	1.45040	1.45090	1.45000	1.45040	114	0	50
2000.02.18	06:00:00	1.45060	1.45130	1.44920	1.44960	299	0	50
2000.02.18	09:00:00	1.45000	1.45050	1.44780	1.44970	600	0	50
2000.02.18	12:00:00	1.44960	1.45020	1.44720	1.44850	853	0	50
2000.02.18	15:00:00	1.44870	1.45150	1.44740	1.45050	866	0	50
2000.02.18	18:00:00	1.45030	1.45100	1.44890	1.45100	96	0	50
2000.02.18	21:00:00	1.45080	1.45150	1.44900	1.44900	81	0	50
2000.02.21	00:00:00	1.45060	1.45120	1.44990	1.45000	132	0	50
2000.02.21	03:00:00	1.45010	1.45030	1.44930	1.45020	129	0	50
2000.02.21	06:00:00	1.45040	1.45110	1.44960	1.45020	277	0	50
2000.02.21	09:00:00	1.45010	1.45170	1.44870	1.45170	584	0	50
2000.02.21	12:00:00	1.45160	1.45290	1.45060	1.45220	521	0	50
2000.02.21	15:00:00	1.45210	1.45520	1.45140	1.45330	691	0	50
2000.02.21	18:00:00	1.45340	1.45450	1.45310	1.45430	124	0	50
2000.02.21	21:00:00	1.45420	1.45600	1.45390	1.45490	174	0	50
2000.02.22	00:00:00	1.45480	1.45630	1.45400	1.45580	190	0	50
2000.02.22	03:00:00	1.45570	1.45720	1.45570	1.45610	166	0	50
2000.02.22	06:00:00	1.45630	1.45750	1.45560	1.45720	364	0	50
2000.02.22	09:00:00	1.45700	1.45770	1.45490	1.45510	572	0	50
2000.02.22	12:00:00	1.45520	1.46390	1.45500	1.46120	875	0	50
2000.02.22	15:00:00	1.46150	1.46370	1.45850	1.45910	814	0	50
2000.02.22	18:00:00	1.45900	1.46310	1.45790	1.46270	381	0	50
2000.02.22	21:00:00	1.46240	1.46280	1.46090	1.46260	145	0	50
2000.02.23	00:00:00	1.46250	1.46270	1.46130	1.46190	103	0	50
2000.02.23	03:00:00	1.46180	1.46230	1.46150	1.46230	37	0	50
2000.02.23	06:00:00	1.46280	1.46320	1.46180	1.46280	251	0	50
2000.02.23	09:00:00	1.46290	1.46480	1.46260	1.46430	659	0	50
2000.02.23	12:00:00	1.46450	1.46680	1.46360	1.46520	928	0	50
2000.02.23	15:00:00	1.46530	1.46580	1.46300	1.46420	666	0	50
2000.02.23	18:00:00	1.46430	1.46490	1.46130	1.46230	316	0	50
2000.02.23	21:00:00	1.46180	1.46210	1.45950	1.46030	254	0	50
2000.02.24	00:00:00	1.46040	1.46210	1.45960	1.46180	205	0	50
2000.02.24	03:00:00	1.46180	1.46260	1.46100	1.46180	158	0	50
2000.02.24	06:00:00	1.46200	1.46200	1.46000	1.46090	444	0	50
2000.02.24	09:00:00	1.46080	1.46190	1.45920	1.46130	545	0	50
2000.02.24	12:00:00	1.46150	1.46390	1.45530	1.45610	914	0	50
2000.02.24	15:00:00	1.45590	1.46150	1.45500	1.45830	758	0	50
2000.02.24	18:00:00	1.45810	1.45950	1.45500	1.45500	348	0	50
2000.02.24	21:00:00	1.45510	1.45630	1.45340	1.45470	298	0	50
2000.02.25	00:00:00	1.45480	1.45570	1.45440	1.45550	201	0	50
2000.02.25	03:00:00	1.45560	1.45560	1.45390	1.45480	208	0	50
2000.02.25	06:00:00	1.45500	1.45570	1.45420	1.45450	318	0	50
2000.02.25	09:00:00	1.45500	1.45550	1.45240	1.45400	732	0	50
2000.02.25	12:00:00	1.45430	1.45570	1.45210	1.45370	922	0	50
2000.02.25	15:00:00	1.45370	1.45400	1.44820	1.45050	809	0	50
2000.02.25	18:00:00	1.45010	1.45120	1.44850	1.44950	333	0	50
2000.02.25	21:00:00	1.44920	1.45000	1.44730	1.44950	151	0	50
2000.02.28	00:00:00	1.44900	1.45020	1.44840	1.44960	81	0	50
2000.02.28	03:00:00	1.44950	1.45150	1.44920	1.45050	147	0	50
2000.02.28	06:00:00	1.45060	1.45110	1.45060	1.45090	5	0	50
2000.02.28	09:00:00	1.45080	1.45240	1.44980	1.45110	556	0	50
2000.02.28	12:00:00	1.45080	1.45160	1.44740	1.44850	1036	0	50
2000.02.28	15:00:00	1.44860	1.45450	1.44770	1.45420	740	0	50
2000.02.28	18:00:00	1.45430	1.45700	1.45050	1.45100	552	0	50
2000.02.28	21:00:00	1.45080	1.45280	1.44820	1.45200	488	0	50
2000.02.29	00:00:00	1.45220	1.45300	1.45200	1.45300	128	0	50
2000.02.29	03:00:00	1.45270	1.45320	1.45250	1.45300	51	0	50
2000.02.29	06:00:00	1.45310	1.45500	1.45260	1.45310	340	0	50
2000.02.29	09:00:00	1.45290	1.45390	1.45180	1.45180	537	0	50
2000.02.29	12:00:00	1.45170	1.45230	1.44970	1.45060	865	0	50
2000.02.29	15:00:00	1.45090	1.45200	1.44800	1.44840	793	0	50
2000.02.29	18:00:00	1.44870	1.45350	1.44810	1.45080	440	0	50
2000.02.29	21:00:00	1.45050	1.45170	1.44850	1.45040	356	0	50
2000.03.01	00:00:00	1.45030	1.45250	1.45000	1.45220	210	0	50
2000.03.01	03:00:00	1.45240	1.45260	1.45140	1.45250	138	0	50
2000.03.01	06:00:00	1.45240	1.45330	1.45150	1.45310	311	0	50
2000.03.01	09:00:00	1.45280	1.45390	1.44890	1.44930	704	0	50
2000.03.01	12:00:00	1.44940	1.45030	1.44340	1.44540	980	0	50
2000.03.01	15:00:00	1.44550	1.45140	1.44500	1.44770	813	0	50
2000.03.01	18:00:00	1.44770	1.45080	1.44560	1.44790	550	0	50
2000.03.01	21:00:00	1.44770	1.45040	1.44770	1.44950	360	0	50
2000.03.02	00:00:00	1.44970	1.44970	1.44840	1.44880	131	0	50
2000.03.02	03:00:00	1.44890	1.44910	1.44770	1.44860	185	0	50
2000.03.02	06:00:00	1.44870	1.44970	1.44770	1.44900	287	0	50
2000.03.02	09:00:00	1.44870	1.44970	1.44610	1.44770	455	0	50
2000.03.02	12:00:00	1.44790	1.45350	1.44660	1.45320	946	0	50
2000.03.02	15:00:00	1.45200	1.45550	1.45140	1.45350	929	0	50
2000.03.02	18:00:00	1.45370	1.45900	1.45320	1.45650	776	0	50
2000.03.02	21:00:00	1.45590	1.45790	1.45470	1.45790	467	0	50
2000.03.03	00:00:00	1.45810	1.45840	1.45650	1.45780	238	0	50
2000.03.03	03:00:00	1.45760	1.45770	1.45570	1.45600	200	0	50
2000.03.03	06:00:00	1.45610	1.45690	1.45520	1.45610	277	0	50
2000.03.03	09:00:00	1.45670	1.45670	1.45240	1.45350	697	0	50
2000.03.03	12:00:00	1.45370	1.45520	1.45140	1.45150	1012	0	50
2000.03.03	15:00:00	1.45170	1.45250	1.45010	1.45110	709	0	50
2000.03.03	18:00:00	1.45090	1.45410	1.45000	1.45330	328	0	50
2000.03.03	21:00:00	1.45380	1.45390	1.45030	1.45040	143	0	50
2000.03.06	00:00:00	1.45080	1.45260	1.45050	1.45240	92	0	50
2000.03.06	03:00:00	1.45230	1.45250	1.45170	1.45210	42	0	50
2000.03.06	06:00:00	1.45220	1.45350	1.45140	1.45250	232	0	50
2000.03.06	09:00:00	1.45330	1.45390	1.45180	1.45250	547	0	50
2000.03.06	12:00:00	1.45300	1.45350	1.44870	1.44980	872	0	50
2000.03.06	15:00:00	1.45000	1.45730	1.44980	1.45490	787	0	50
2000.03.06	18:00:00	1.45460	1.45620	1.45200	1.45270	543	0	50
2000.03.06	21:00:00	1.45250	1.45400	1.45170	1.45230	294	0	50
2000.03.07	00:00:00	1.45270	1.45450	1.45220	1.45390	203	0	50
2000.03.07	03:00:00	1.45400	1.45440	1.45340	1.45430	164	0	50
2000.03.07	06:00:00	1.45410	1.45420	1.45200	1.45250	325	0	50
2000.03.07	09:00:00	1.45260	1.45350	1.45220	1.45260	451	0	50
2000.03.07	12:00:00	1.45280	1.45410	1.45080	1.45310	772	0	50
2000.03.07	15:00:00	1.45280	1.45520	1.45190	1.45230	747	0	50
2000.03.07	18:00:00	1.45230	1.45480	1.45200	1.45420	422	0	50
2000.03.07	21:00:00	1.45440	1.45580	1.45310	1.45510	323	0	50
2000.03.08	00:00:00	1.45500	1.45600	1.45430	1.45570	179	0	50
2000.03.08	03:00:00	1.45580	1.45670	1.45550	1.45660	91	0	50
2000.03.08	06:00:00	1.45650	1.45670	1.45510	1.45610	310	0	50
2000.03.08	09:00:00	1.45620	1.45730	1.45520	1.45700	728	0	50
2000.03.08	12:00:00	1.45710	1.46040	1.45600	1.45930	970	0	50
2000.03.08	15:00:00	1.45970	1.46220	1.45840	1.45890	883	0	50
2000.03.08	18:00:00	1.45890	1.46090	1.45560	1.45710	533	0	50
2000.03.08	21:00:00	1.45700	1.45730	1.45560	1.45600	341	0	50
2000.03.09	00:00:00	1.45580	1.45660	1.45440	1.45570	212	0	50
2000.03.09	03:00:00	1.45550	1.45620	1.45420	1.45560	146	0	50
2000.03.09	06:00:00	1.45570	1.45670	1.45450	1.45650	332	0	50
2000.03.09	09:00:00	1.45630	1.45850	1.45520	1.45730	629	0	50
2000.03.09	12:00:00	1.45720	1.45780	1.45600	1.45730	810	0	50
2000.03.09	15:00:00	1.45720	1.45770	1.45550	1.45700	600	0	50
2000.03.09	18:00:00	1.45700	1.45870	1.45670	1.45770	394	0	50
2000.03.09	21:00:00	1.45830	1.45840	1.45630	1.45690	266	0	50
2000.03.10	00:00:00	1.45720	1.45750	1.45570	1.45690	266	0	50
2000.03.10	03:00:00	1.45680	1.45690	1.45540	1.45560	198	0	50
2000.03.10	06:00:00	1.45550	1.45680	1.45500	1.45570	237	0	50
2000.03.10	09:00:00	1.45590	1.45640	1.45480	1.45510	477	0	50
2000.03.10	12:00:00	1.45540	1.45770	1.45350	1.45680	715	0	50
2000.03.10	15:00:00	1.45650	1.46000	1.45650	1.45730	630	0	50
2000.03.10	18:00:00	1.45720	1.45880	1.45700	1.45820	337	0	50
2000.03.10	21:00:00	1.45820	1.45840	1.45670	1.45730	181	0	50
2000.03.13	00:00:00	1.45710	1.45800	1.45650	1.45760	148	0	50
2000.03.13	03:00:00	1.45740	1.45790	1.45700	1.45720	133	0	50
2000.03.13	06:00:00	1.45700	1.45850	1.45680	1.45730	300	0	50
2000.03.13	09:00:00	1.45750	1.45870	1.45700	1.45870	407	0	50
2000.03.13	12:00:00	1.45880	1.45980	1.45740	1.45850	706	0	50
2000.03.13	15:00:00	1.45880	1.46170	1.45820	1.46130	604	0	50
2000.03.13	18:00:00	1.46120	1.46210	1.46060	1.46110	298	0	50
2000.03.13	21:00:00	1.46140	1.46230	1.46110	1.46160	240	0	50
2000.03.14	00:00:00	1.46180	1.46280	1.46130	1.46140	171	0	50
2000.03.14	03:00:00	1.46150	1.46170	1.46100	1.46150	153	0	50
2000.03.14	06:00:00	1.46160	1.46230	1.46080	1.46140	320	0	50
2000.03.14	09:00:00	1.46150	1.46240	1.46000	1.46100	652	0	50
2000.03.14	12:00:00	1.46130	1.46240	1.45920	1.46190	1071	0	50
2000.03.14	15:00:00	1.46210	1.46400	1.46080	1.46300	575	0	50
2000.03.14	18:00:00	1.46320	1.46550	1.46230	1.46480	387	0	50
2000.03.14	21:00:00	1.46460	1.46590	1.46440	1.46450	278	0	50
2000.03.15	00:00:00	1.46470	1.46500	1.46330	1.46360	205	0	50
2000.03.15	03:00:00	1.46350	1.46440	1.46300	1.46370	135	0	50
2000.03.15	06:00:00	1.46360	1.46530	1.46280	1.46290	364	0	50
2000.03.15	09:00:00	1.46330	1.46540	1.46240	1.46540	573	0	50
2000.03.15	12:00:00	1.46570	1.46970	1.46400	1.46850	1112	0	50
2000.03.15	15:00:00	1.46870	1.46980	1.46560	1.46800	676	0	50
2000.03.15	18:00:00	1.46790	1.46830	1.46570	1.46750	369	0	50
2000.03.15	21:00:00	1.46800	1.46900	1.46620	1.46690	284	0	50
2000.03.16	00:00:00	1.46720	1.46730	1.46590	1.46710	154	0	50
2000.03.16	03:00:00	1.46700	1.46740	1.46640	1.46690	83	0	50
2000.03.16	06:00:00	1.46710	1.46710	1.46520	1.46630	215	0	50
2000.03.16	09:00:00	1.46620	1.46700	1.46540	1.46680	528	0	50
2000.03.16	12:00:00	1.46620	1.47020	1.46580	1.46800	982	0	50
2000.03.16	15:00:00	1.46870	1.47410	1.46800	1.47190	750	0	50
2000.03.16	18:00:00	1.47190	1.47480	1.47130	1.47460	396	0	50
2000.03.16	21:00:00	1.47370	1.47480	1.47160	1.47260	361	0	50
2000.03.17	00:00:00	1.47250	1.47380	1.47210	1.47330	216	0	50
2000.03.17	03:00:00	1.47340	1.47370	1.47200	1.47300	153	0	50
2000.03.17	06:00:00	1.47250	1.47300	1.47060	1.47170	409	0	50
2000.03.17	09:00:00	1.47190	1.47410	1.47050	1.47370	639	0	50
2000.03.17	12:00:00	1.47330	1.47730	1.47260	1.47620	1047	0	50
2000.03.17	15:00:00	1.47610	1.47620	1.47120	1.47330	904	0	50
2000.03.17	18:00:00	1.47330	1.47400	1.47100	1.47170	596	0	50
2000.03.17	21:00:00	1.47130	1.47240	1.46870	1.46960	394	0	50
2000.03.20	00:00:00	1.47040	1.47130	1.46990	1.47050	210	0	50
2000.03.20	03:00:00	1.47040	1.47120	1.46960	1.47000	139	0	50
2000.03.20	06:00:00	1.47040	1.47060	1.46870	1.46930	276	0	50
2000.03.20	09:00:00	1.46940	1.47070	1.46840	1.46930	711	0	50
2000.03.20	12:00:00	1.46910	1.47090	1.46820	1.47060	1003	0	50
2000.03.20	15:00:00	1.47080	1.47150	1.46740	1.46950	725	0	50
2000.03.20	18:00:00	1.46980	1.47070	1.46870	1.46990	339	0	50
2000.03.20	21:00:00	1.47000	1.47020	1.46860	1.46890	307	0	50
2000.03.21	00:00:00	1.46880	1.46990	1.46830	1.46890	139	0	50
2000.03.21	03:00:00	1.46880	1.46910	1.46820	1.46840	134	0	50
2000.03.21	06:00:00	1.46850	1.46950	1.46770	1.46830	254	0	50
2000.03.21	09:00:00	1.46820	1.47090	1.46720	1.47050	565	0	50
2000.03.21	12:00:00	1.47070	1.47270	1.46970	1.47140	892	0	50
2000.03.21	15:00:00	1.47130	1.47200	1.46580	1.46600	874	0	50
2000.03.21	18:00:00	1.46620	1.46880	1.46550	1.46830	518	0	50
2000.03.21	21:00:00	1.46810	1.47090	1.46770	1.46970	345	0	50
2000.03.22	00:00:00	1.46950	1.47100	1.46920	1.47080	129	0	50
2000.03.22	03:00:00	1.47070	1.47100	1.46970	1.47060	123	0	50
2000.03.22	06:00:00	1.47050	1.47080	1.46840	1.46940	340	0	50
2000.03.22	09:00:00	1.46920	1.47030	1.46820	1.46840	546	0	50
2000.03.22	12:00:00	1.46820	1.47030	1.46700	1.46970	941	0	50
2000.03.22	15:00:00	1.46980	1.47250	1.46690	1.47130	772	0	50
2000.03.22	18:00:00	1.47140	1.47230	1.46940	1.46960	366	0	50
2000.03.22	21:00:00	1.46950	1.47070	1.46910	1.47050	284	0	50
2000.03.23	00:00:00	1.47040	1.47150	1.46970	1.47120	157	0	50
2000.03.23	03:00:00	1.47130	1.47170	1.47100	1.47160	97	0	50
2000.03.23	06:00:00	1.47180	1.47180	1.46950	1.47110	365	0	50
2000.03.23	09:00:00	1.47120	1.47170	1.46870	1.46960	628	0	50
2000.03.23	12:00:00	1.46970	1.47310	1.46770	1.47310	931	0	50
2000.03.23	15:00:00	1.47300	1.47470	1.47020	1.47280	779	0	50
2000.03.23	18:00:00	1.47270	1.47670	1.46840	1.46850	642	0	50
