<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2005.06.03	03:00:00	1.24610	1.24800	1.24550	1.24750	1048	0	40
2005.06.03	06:00:00	1.24750	1.25000	1.24730	1.24810	1066	0	40
2005.06.03	09:00:00	1.24810	1.24900	1.24570	1.24690	1162	0	40
2005.06.03	12:00:00	1.24700	1.24790	1.24240	1.24300	1356	0	40
2005.06.03	15:00:00	1.24300	1.24970	1.24260	1.24870	1382	0	40
2005.06.03	18:00:00	1.24880	1.25100	1.24500	1.24560	1302	0	40
2005.06.03	21:00:00	1.24580	1.24850	1.24550	1.24710	745	0	40
2005.06.06	00:00:00	1.24700	1.24830	1.24680	1.24750	757	0	40
2005.06.06	03:00:00	1.24740	1.24910	1.24670	1.24810	851	0	40
2005.06.06	06:00:00	1.24800	1.24890	1.24600	1.24600	1095	0	40
2005.06.06	09:00:00	1.24610	1.24820	1.24490	1.24670	1170	0	40
2005.06.06	12:00:00	1.24680	1.24740	1.24400	1.24470	1200	0	40
2005.06.06	15:00:00	1.24470	1.24680	1.24350	1.24480	1361	0	40
2005.06.06	18:00:00	1.24480	1.24620	1.24380	1.24490	1140	0	40
2005.06.06	21:00:00	1.24530	1.24540	1.24340	1.24400	996	0	40
2005.06.07	00:00:00	1.24380	1.24520	1.24330	1.24490	832	0	40
2005.06.07	03:00:00	1.24480	1.24560	1.24350	1.24420	867	0	40
2005.06.07	06:00:00	1.24410	1.24530	1.24270	1.24390	928	0	40
2005.06.07	09:00:00	1.24390	1.24450	1.24250	1.24400	1172	0	40
2005.06.07	12:00:00	1.24390	1.24520	1.24230	1.24330	1103	0	40
2005.06.07	15:00:00	1.24340	1.25120	1.24310	1.24720	1355	0	40
2005.06.07	18:00:00	1.24720	1.24860	1.24450	1.24490	1076	0	40
2005.06.07	21:00:00	1.24510	1.24680	1.24430	1.24620	920	0	40
2005.06.08	00:00:00	1.24630	1.24700	1.24450	1.24500	841	0	40
2005.06.08	03:00:00	1.24490	1.24660	1.24430	1.24550	1080	0	40
2005.06.08	06:00:00	1.24560	1.24780	1.24480	1.24700	1106	0	40
2005.06.08	09:00:00	1.24690	1.24920	1.24580	1.24660	1334	0	40
2005.06.08	12:00:00	1.24640	1.24780	1.24420	1.24640	1386	0	40
2005.06.08	15:00:00	1.24640	1.24710	1.24300	1.24400	1412	0	40
2005.06.08	18:00:00	1.24400	1.25380	1.24350	1.25100	1790	0	40
2005.06.08	21:00:00	1.25110	1.25230	1.24990	1.25110	1195	0	40
2005.06.09	00:00:00	1.25110	1.25200	1.25080	1.25170	792	0	40
2005.06.09	03:00:00	1.25180	1.25200	1.24970	1.25060	1012	0	40
2005.06.09	06:00:00	1.25070	1.25470	1.25030	1.25350	1350	0	40
2005.06.09	09:00:00	1.25330	1.25590	1.25200	1.25500	1405	0	40
2005.06.09	12:00:00	1.25480	1.25550	1.25200	1.25380	1497	0	40
2005.06.09	15:00:00	1.25370	1.25810	1.25310	1.25500	1796	0	40
2005.06.09	18:00:00	1.25530	1.25740	1.25390	1.25740	1362	0	40
2005.06.09	21:00:00	1.25740	1.25750	1.25480	1.25590	957	0	40
2005.06.10	00:00:00	1.25590	1.25770	1.25580	1.25710	939	0	40
2005.06.10	03:00:00	1.25720	1.25770	1.25570	1.25660	892	0	40
2005.06.10	06:00:00	1.25610	1.25880	1.25580	1.25740	970	0	40
2005.06.10	09:00:00	1.25750	1.25880	1.25570	1.25660	1221	0	40
2005.06.10	12:00:00	1.25660	1.25770	1.24860	1.24860	1574	0	40
2005.06.10	15:00:00	1.24860	1.25040	1.24530	1.24960	1807	0	40
2005.06.10	18:00:00	1.24940	1.25210	1.24730	1.25020	1539	0	40
2005.06.10	21:00:00	1.25030	1.25280	1.24860	1.25180	994	0	40
2005.06.13	00:00:00	1.25060	1.25370	1.24990	1.25320	880	0	40
2005.06.13	03:00:00	1.25330	1.25520	1.25160	1.25300	1128	0	40
2005.06.13	06:00:00	1.25320	1.25430	1.25170	1.25370	1104	0	40
2005.06.13	09:00:00	1.25370	1.25810	1.25290	1.25760	1448	0	40
2005.06.13	12:00:00	1.25750	1.25810	1.25570	1.25770	1401	0	40
2005.06.13	15:00:00	1.25780	1.25920	1.25720	1.25790	1457	0	40
2005.06.13	18:00:00	1.25800	1.25820	1.25540	1.25600	1391	0	40
2005.06.13	21:00:00	1.25600	1.25680	1.25480	1.25620	1070	0	40
2005.06.14	00:00:00	1.25630	1.25680	1.25460	1.25490	1027	0	40
2005.06.14	03:00:00	1.25470	1.25710	1.25420	1.25520	985	0	40
2005.06.14	06:00:00	1.25530	1.25780	1.25500	1.25570	1032	0	40
2005.06.14	09:00:00	1.25580	1.25700	1.25430	1.25590	1327	0	40
2005.06.14	12:00:00	1.25600	1.25720	1.25170	1.25200	1229	0	40
2005.06.14	15:00:00	1.25210	1.25920	1.25180	1.25540	1697	0	40
2005.06.14	18:00:00	1.25510	1.25630	1.25140	1.25220	1375	0	40
2005.06.14	21:00:00	1.25240	1.25410	1.25150	1.25210	1111	0	40
2005.06.15	00:00:00	1.25220	1.25380	1.25190	1.25290	797	0	40
2005.06.15	03:00:00	1.25290	1.25390	1.25030	1.25100	1062	0	40
2005.06.15	06:00:00	1.25090	1.25300	1.24960	1.25220	1226	0	40
2005.06.15	09:00:00	1.25200	1.25280	1.24860	1.24990	1319	0	40
2005.06.15	12:00:00	1.25000	1.25120	1.24640	1.24670	1352	0	40
2005.06.15	15:00:00	1.24650	1.24770	1.23740	1.23970	1900	0	40
2005.06.15	18:00:00	1.23990	1.24110	1.23560	1.23710	1619	0	40
2005.06.15	21:00:00	1.23710	1.23860	1.23510	1.23780	1268	0	40
2005.06.16	00:00:00	1.23780	1.23800	1.23550	1.23720	1033	0	40
2005.06.16	03:00:00	1.23720	1.23910	1.23700	1.23880	873	0	40
2005.06.16	06:00:00	1.23850	1.24010	1.23820	1.23950	1035	0	40
2005.06.16	09:00:00	1.23950	1.23990	1.23670	1.23780	1366	0	40
2005.06.16	12:00:00	1.23770	1.23930	1.23530	1.23820	1626	0	40
2005.06.16	15:00:00	1.23830	1.24200	1.23490	1.23790	1866	0	40
2005.06.16	18:00:00	1.23790	1.23900	1.23540	1.23650	1560	0	40
2005.06.16	21:00:00	1.23660	1.23760	1.23500	1.23630	1113	0	40
2005.06.17	00:00:00	1.23630	1.23690	1.23580	1.23660	771	0	40
2005.06.17	03:00:00	1.23650	1.23770	1.23600	1.23710	776	0	40
2005.06.17	06:00:00	1.23710	1.23830	1.23680	1.23730	889	0	40
2005.06.17	09:00:00	1.23720	1.23930	1.23620	1.23780	1372	0	40
2005.06.17	12:00:00	1.23780	1.23830	1.23350	1.23670	1769	0	40
2005.06.17	15:00:00	1.23630	1.23810	1.23390	1.23520	1710	0	40
2005.06.17	18:00:00	1.23520	1.23520	1.22840	1.22890	1680	0	40
2005.06.17	21:00:00	1.22910	1.23100	1.22850	1.22920	783	0	40
2005.06.20	00:00:00	1.23150	1.23170	1.22910	1.23020	774	0	40
2005.06.20	03:00:00	1.23030	1.23110	1.22920	1.23070	855	0	40
2005.06.20	06:00:00	1.23060	1.23310	1.23040	1.23160	918	0	40
2005.06.20	09:00:00	1.23170	1.23250	1.22980	1.23190	1119	0	40
2005.06.20	12:00:00	1.23170	1.23240	1.22770	1.23220	1321	0	40
2005.06.20	15:00:00	1.23220	1.23390	1.23020	1.23190	1440	0	40
2005.06.20	18:00:00	1.23200	1.23460	1.23170	1.23410	1216	0	40
2005.06.20	21:00:00	1.23420	1.23730	1.23370	1.23550	1134	0	40
2005.06.21	00:00:00	1.23540	1.23950	1.23480	1.23830	1012	0	40
2005.06.21	03:00:00	1.23810	1.23860	1.23650	1.23720	937	0	40
2005.06.21	06:00:00	1.23730	1.23830	1.23570	1.23650	1064	0	40
2005.06.21	09:00:00	1.23690	1.24310	1.23620	1.24090	1550	0	40
2005.06.21	12:00:00	1.24100	1.24170	1.23240	1.23290	1583	0	40
2005.06.21	15:00:00	1.23280	1.23450	1.23020	1.23090	1809	0	40
2005.06.21	18:00:00	1.23070	1.23220	1.22910	1.23110	1634	0	40
2005.06.21	21:00:00	1.23140	1.23340	1.23090	1.23300	1088	0	40
2005.06.22	00:00:00	1.23300	1.23360	1.23180	1.23240	834	0	40
2005.06.22	03:00:00	1.23220	1.23400	1.23190	1.23340	968	0	40
2005.06.22	06:00:00	1.23330	1.23470	1.23170	1.23260	1084	0	40
2005.06.22	09:00:00	1.23300	1.23640	1.23210	1.23300	1395	0	40
2005.06.22	12:00:00	1.23300	1.23750	1.23170	1.23730	1734	0	40
2005.06.22	15:00:00	1.23710	1.23880	1.23430	1.23500	1673	0	40
2005.06.22	18:00:00	1.23510	1.23770	1.23400	1.23430	1334	0	40
2005.06.22	21:00:00	1.23440	1.23520	1.23350	1.23480	988	0	40
2005.06.23	00:00:00	1.23470	1.23570	1.23410	1.23470	652	0	40
2005.06.23	03:00:00	1.23480	1.23620	1.23450	1.23570	814	0	40
2005.06.23	06:00:00	1.23570	1.23730	1.23500	1.23720	954	0	40
2005.06.23	09:00:00	1.23710	1.23830	1.23410	1.23640	1371	0	40
2005.06.23	12:00:00	1.23630	1.23780	1.23420	1.23620	1539	0	40
2005.06.23	15:00:00	1.23620	1.23660	1.23010	1.23150	1867	0	40
2005.06.23	18:00:00	1.23160	1.23390	1.22980	1.23350	1511	0	40
2005.06.23	21:00:00	1.23330	1.23390	1.23110	1.23280	1225	0	40
2005.06.24	00:00:00	1.23310	1.23470	1.23210	1.23370	874	0	40
2005.06.24	03:00:00	1.23360	1.23430	1.23130	1.23270	964	0	40
2005.06.24	06:00:00	1.23270	1.23360	1.23070	1.23170	1233	0	40
2005.06.24	09:00:00	1.23200	1.23430	1.23060	1.23290	1272	0	40
2005.06.24	12:00:00	1.23310	1.23400	1.22730	1.23260	1459	0	40
2005.06.24	15:00:00	1.23270	1.23500	1.22980	1.23310	1758	0	40
2005.06.24	18:00:00	1.23320	1.23350	1.23160	1.23290	1305	0	40
2005.06.24	21:00:00	1.23280	1.23440	1.23170	1.23310	789	0	40
2005.06.27	00:00:00	1.23420	1.23600	1.23390	1.23440	844	0	40
2005.06.27	03:00:00	1.23420	1.23490	1.23060	1.23330	1083	0	40
2005.06.27	06:00:00	1.23320	1.23480	1.23110	1.23170	974	0	40
2005.06.27	09:00:00	1.23180	1.23680	1.23030	1.23600	1443	0	40
2005.06.27	12:00:00	1.23620	1.23780	1.23240	1.23360	1537	0	40
2005.06.27	15:00:00	1.23360	1.23610	1.22810	1.23080	1906	0	40
2005.06.27	18:00:00	1.23020	1.23140	1.22760	1.23130	1556	0	40
2005.06.27	21:00:00	1.23060	1.23160	1.22870	1.23020	1175	0	40
2005.06.28	00:00:00	1.23030	1.23230	1.22960	1.23180	870	0	40
2005.06.28	03:00:00	1.23180	1.23410	1.23140	1.23360	879	0	40
2005.06.28	06:00:00	1.23370	1.23470	1.23180	1.23400	1177	0	40
2005.06.28	09:00:00	1.23390	1.23520	1.23050	1.23210	1647	0	40
2005.06.28	12:00:00	1.23200	1.23460	1.23100	1.23430	1449	0	40
2005.06.28	15:00:00	1.23440	1.23590	1.23010	1.23110	1871	0	40
2005.06.28	18:00:00	1.23100	1.23210	1.22860	1.23080	1585	0	40
2005.06.28	21:00:00	1.23080	1.23300	1.23020	1.23210	1235	0	40
2005.06.29	00:00:00	1.23200	1.23240	1.23070	1.23130	721	0	40
2005.06.29	03:00:00	1.23130	1.23260	1.23100	1.23240	806	0	40
2005.06.29	06:00:00	1.23260	1.23350	1.23170	1.23310	996	0	40
2005.06.29	09:00:00	1.23330	1.23420	1.23220	1.23360	1235	0	40
2005.06.29	12:00:00	1.23340	1.23510	1.23140	1.23390	1536	0	40
2005.06.29	15:00:00	1.23390	1.23510	1.22310	1.22660	1991	0	40
2005.06.29	18:00:00	1.22640	1.22860	1.22570	1.22850	1358	0	40
2005.06.29	21:00:00	1.22840	1.22920	1.22680	1.22790	1131	0	40
2005.06.30	00:00:00	1.22760	1.22990	1.22720	1.22960	838	0	40
2005.06.30	03:00:00	1.22960	1.23170	1.22870	1.22900	1143	0	40
2005.06.30	06:00:00	1.22890	1.23070	1.22780	1.22990	1128	0	40
2005.06.30	09:00:00	1.22960	1.23310	1.22920	1.23280	1687	0	40
2005.06.30	12:00:00	1.23270	1.23410	1.22770	1.22810	1761	0	40
2005.06.30	15:00:00	1.22820	1.22910	1.22350	1.22590	1440	0	40
2005.06.30	18:00:00	1.22610	1.22850	1.22480	1.22760	1590	0	40
2005.06.30	21:00:00	1.22760	1.22770	1.22460	1.22530	1128	0	40
2005.07.01	00:00:00	1.22540	1.22760	1.22470	1.22680	812	0	40
2005.07.01	03:00:00	1.22680	1.22770	1.22630	1.22700	671	0	40
2005.07.01	06:00:00	1.22720	1.22960	1.22660	1.22890	979	0	40
2005.07.01	09:00:00	1.22890	1.23170	1.22780	1.23040	1393	0	40
2005.07.01	12:00:00	1.23050	1.23180	1.22700	1.22930	1352	0	40
2005.07.01	15:00:00	1.22930	1.24220	1.22880	1.24150	1776	0	40
2005.07.01	18:00:00	1.24110	1.24350	1.24020	1.24130	1462	0	40
2005.07.01	21:00:00	1.24120	1.24330	1.24010	1.24180	668	0	40
2005.07.04	00:00:00	1.24500	1.24730	1.24420	1.24600	441	0	40
2005.07.04	03:00:00	1.24670	1.24800	1.24540	1.24620	634	0	40
2005.07.04	06:00:00	1.24660	1.24700	1.24360	1.24440	973	0	40
2005.07.04	09:00:00	1.24440	1.24520	1.24280	1.24500	1109	0	40
2005.07.04	12:00:00	1.24500	1.24580	1.24200	1.24360	1241	0	40
2005.07.04	15:00:00	1.24400	1.24500	1.23980	1.23990	1348	0	40
2005.07.04	18:00:00	1.24010	1.24140	1.23940	1.23990	984	0	40
2005.07.04	21:00:00	1.24040	1.24130	1.23860	1.23930	743	0	40
2005.07.05	00:00:00	1.23920	1.24110	1.23820	1.24030	911	0	40
2005.07.05	03:00:00	1.24070	1.24270	1.23960	1.24200	869	0	40
2005.07.05	06:00:00	1.24210	1.24460	1.24120	1.24420	1075	0	40
2005.07.05	09:00:00	1.24430	1.24520	1.23910	1.24210	1540	0	40
2005.07.05	12:00:00	1.24200	1.24420	1.23950	1.24100	1498	0	40
2005.07.05	15:00:00	1.24090	1.24660	1.24060	1.24310	1807	0	40
2005.07.05	18:00:00	1.24290	1.24460	1.24150	1.24300	1588	0	40
2005.07.05	21:00:00	1.24290	1.24420	1.24200	1.24280	1093	0	40
2005.07.06	00:00:00	1.24280	1.24430	1.24200	1.24220	727	0	40
2005.07.06	03:00:00	1.24210	1.24350	1.24170	1.24260	720	0	40
2005.07.06	06:00:00	1.24260	1.24350	1.24180	1.24260	829	0	40
2005.07.06	09:00:00	1.24270	1.24460	1.24130	1.24370	1341	0	40
2005.07.06	12:00:00	1.24370	1.24450	1.24190	1.24310	1287	0	40
2005.07.06	15:00:00	1.24300	1.24360	1.23510	1.23620	1955	0	40
2005.07.06	18:00:00	1.23630	1.23850	1.23490	1.23740	1399	0	40
2005.07.06	21:00:00	1.23740	1.23780	1.23210	1.23430	1117	0	40
2005.07.07	00:00:00	1.23430	1.23700	1.23430	1.23600	1027	0	40
2005.07.07	03:00:00	1.23580	1.23690	1.23490	1.23640	871	0	40
2005.07.07	06:00:00	1.23640	1.23730	1.23600	1.23660	650	0	40
2005.07.07	09:00:00	1.23660	1.23680	1.23220	1.23330	1502	0	40
2005.07.07	12:00:00	1.23330	1.23780	1.23000	1.23440	1873	0	40
2005.07.07	15:00:00	1.23500	1.23730	1.22730	1.22930	1893	0	40
2005.07.07	18:00:00	1.22910	1.23000	1.22710	1.22810	1390	0	40
2005.07.07	21:00:00	1.22810	1.22970	1.22620	1.22720	1292	0	40
2005.07.08	00:00:00	1.22730	1.23010	1.22700	1.22960	1019	0	40
2005.07.08	03:00:00	1.22950	1.23080	1.22920	1.23040	798	0	40
2005.07.08	06:00:00	1.23030	1.23090	1.22850	1.22960	933	0	40
2005.07.08	09:00:00	1.22950	1.23080	1.22810	1.22910	1394	0	40
2005.07.08	12:00:00	1.22910	1.23050	1.22090	1.22180	1757	0	40
2005.07.08	15:00:00	1.22170	1.22220	1.21740	1.22110	1959	0	40
2005.07.08	18:00:00	1.22110	1.22140	1.21870	1.21950	1319	0	40
2005.07.08	21:00:00	1.21960	1.22000	1.21820	1.21960	775	0	40
2005.07.11	00:00:00	1.21950	1.21980	1.21870	1.21920	737	0	40
2005.07.11	03:00:00	1.21910	1.21970	1.21810	1.21820	861	0	40
2005.07.11	06:00:00	1.21840	1.21920	1.21750	1.21780	811	0	40
2005.07.11	09:00:00	1.21790	1.21850	1.21200	1.21490	1562	0	40
2005.07.11	12:00:00	1.21470	1.21560	1.21300	1.21410	1391	0	40
2005.07.11	15:00:00	1.21400	1.21600	1.21120	1.21170	1744	0	40
2005.07.11	18:00:00	1.21180	1.21610	1.21080	1.21530	1255	0	40
2005.07.11	21:00:00	1.21530	1.21820	1.21470	1.21660	1088	0	40
2005.07.12	00:00:00	1.21660	1.21680	1.21510	1.21550	895	0	40
2005.07.12	03:00:00	1.21550	1.21600	1.21130	1.21330	1261	0	40
2005.07.12	06:00:00	1.21340	1.21470	1.21090	1.21250	1315	0	40
2005.07.12	09:00:00	1.21260	1.21370	1.20860	1.21060	1557	0	40
2005.07.12	12:00:00	1.21090	1.21320	1.20810	1.20990	1680	0	40
2005.07.12	15:00:00	1.21000	1.21030	1.20400	1.20470	1853	0	40
2005.07.12	18:00:00	1.20500	1.20590	1.20220	1.20430	1501	0	40
2005.07.12	21:00:00	1.20430	1.20490	1.20230	1.20470	1107	0	40
2005.07.13	00:00:00	1.20470	1.20520	1.20380	1.20420	684	0	40
2005.07.13	03:00:00	1.20430	1.20590	1.20410	1.20570	805	0	40
2005.07.13	06:00:00	1.20550	1.20610	1.20430	1.20530	942	0	40
2005.07.13	09:00:00	1.20530	1.20680	1.20220	1.20620	1533	0	40
2005.07.13	12:00:00	1.20620	1.20840	1.20270	1.20490	1683	0	40
2005.07.13	15:00:00	1.20470	1.20840	1.20440	1.20760	1856	0	40
2005.07.13	18:00:00	1.20760	1.20800	1.20590	1.20710	1250	0	40
2005.07.13	21:00:00	1.20680	1.20840	1.20570	1.20810	1164	0	40
2005.07.14	00:00:00	1.20840	1.21180	1.20710	1.20930	1140	0	40
2005.07.14	03:00:00	1.20930	1.21000	1.20870	1.20910	945	0	40
2005.07.14	06:00:00	1.20930	1.20970	1.20580	1.20610	1101	0	40
2005.07.14	09:00:00	1.20590	1.20670	1.20370	1.20550	1200	0	40
2005.07.14	12:00:00	1.20550	1.20640	1.20220	1.20300	1508	0	40
2005.07.14	15:00:00	1.20300	1.21010	1.20240	1.20730	1809	0	40
2005.07.14	18:00:00	1.20740	1.21210	1.20690	1.20980	1690	0	40
2005.07.14	21:00:00	1.20960	1.21380	1.20910	1.21260	1300	0	40
2005.07.15	00:00:00	1.21250	1.21270	1.20970	1.21000	903	0	40
2005.07.15	03:00:00	1.20990	1.21040	1.20860	1.20970	1013	0	40
2005.07.15	06:00:00	1.20940	1.21320	1.20860	1.21270	1198	0	40
2005.07.15	09:00:00	1.21260	1.21400	1.21140	1.21360	1116	0	40
2005.07.15	12:00:00	1.21370	1.21610	1.21180	1.21400	1550	0	40
2005.07.15	15:00:00	1.21410	1.22170	1.21380	1.22040	1845	0	40
2005.07.15	18:00:00	1.22050	1.22170	1.21920	1.22070	1270	0	40
2005.07.15	21:00:00	1.22080	1.22200	1.21990	1.22030	739	0	40
2005.07.18	00:00:00	1.22060	1.22120	1.21950	1.22030	707	0	40
2005.07.18	03:00:00	1.22040	1.22260	1.22010	1.22180	892	0	40
2005.07.18	06:00:00	1.22180	1.22300	1.22010	1.22080	1158	0	40
2005.07.18	09:00:00	1.22040	1.22240	1.21920	1.22180	1225	0	40
2005.07.18	12:00:00	1.22170	1.22210	1.21730	1.21790	1370	0	40
2005.07.18	15:00:00	1.21790	1.21840	1.21190	1.21530	1718	0	40
2005.07.18	18:00:00	1.21510	1.21820	1.21360	1.21650	1400	0	40
2005.07.18	21:00:00	1.21650	1.21780	1.21580	1.21680	1064	0	40
2005.07.19	00:00:00	1.21670	1.21960	1.21640	1.21930	937	0	40
2005.07.19	03:00:00	1.21930	1.22020	1.21830	1.21990	951	0	40
2005.07.19	06:00:00	1.21980	1.22170	1.21920	1.22050	1160	0	40
2005.07.19	09:00:00	1.22040	1.22170	1.21900	1.22050	1432	0	40
2005.07.19	12:00:00	1.22030	1.22310	1.21960	1.22300	1487	0	40
2005.07.19	15:00:00	1.22280	1.22380	1.21700	1.21910	1692	0	40
